Id,Text,Sentiment,% of sentiment,Senti_rate
40503,Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker.,sadness,0.397,2
20742,"And there you go. After that wild start, wouldn't be surprised at all if Sweden wins this game. Too much experience there to",fear,0.4,1
40479,The Sunderland time line is quite funny with all the doom &amp; gloom in facing us and the long trip to us midweek.,sadness,0.417,2
10187,@deshbhakthoon always unhappy and easily,anger,0.531,0
40034,| At home sick... ðŸŽ¼The bluesðŸŽ¼ won't cure it so I need ideas ðŸŽ¸ðŸ˜­ | #sorethroat #sick #blues #music #fallweather #carletonuniversity,sadness,0.833,2
30474,Watch this amazing live.ly broadcast by @ittzdevin #lively,joy,0.449,3
10440,@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then!,anger,0.479,0
10101,"The majority of people irritate the fuck out of me, cba with people",anger,0.862,0
30131,@RealestCastiel just sitting close to him for an extended period of time was exhilarating because he's so beautiful and lively,joy,0.72,3
10414,i can't believe they're all messing up my favourite of all bakes i feel personally,anger,0.5,0
30749,f,joy,0.208,3
20308,Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life,fear,0.625,1
10089,@ChurdAllan fucked my coupon that goal!,anger,0.729,0
20138,"my boyfriend once forcibly stopped all of my anxiety coping methods at once (holding me, forcing my hands down that kinda stuff) and I",fear,0.74,1
40155,I was in the dark room for 58 minutes and failed every time I tried developing a photo I'm so frustrated with myself,sadness,0.667,2
20926,You make me,fear,0.312,1
40171,@gagasklaine it's old,sadness,0.667,2
40781,@VivienLloyd Thank you so much! Just home - stunned but so happy. Don't think it has sunk in yet!,sadness,0.104,2
10545,@bismahmalik .....Seems like a fight ready to rage,anger,0.438,0
30782,"Pinky is so funny n jovial, bt she got emotional n just brought me 2 tears. I felt so bad for her",joy,0.16,3
20285,@Sami_3499 Oh noooo! #nomorehammocks #nightmare,fear,0.625,1
40721,these grown ass lil boys yeah i can't take them,sadness,0.235,2
20259,@RJAH_NHS @ChrisHudson76 @mbrandreth #course day # potential Leadership #excited #nervous #,fear,0.646,1
30304,"There's a specific joyous 20 song title engiybhekayo, yasezayoni. Need it for le",joy,0.56,3
30059,second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye,joy,0.812,3
30609,"@MerenthaProphet - the Hunter in this way, content and joyous in simple, domestic bliss? I cannot wait for word of who you truly are to",joy,0.349,3
20461,Thiza!!! What happens now when you tell him you're pregnant via home test &amp; nurse later tells you it's a false alarm &amp; BaE is too,fear,0.542,1
21115,@casillasbreanna awe thanks girl,fear,0.146,1
20551,"@WTFISaHashtag1 @MuslimIQ The problem is that right wing extremist terror groups aren't given coverage, press not",fear,0.5,1
20569,"@_jamiebraidwood haha, horrific is all that needs to be said. Glad I'm away to Spain on Sat so missing game",fear,0.479,1
21050,Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration #afraid #great,fear,0.229,1
40009,Feel so grim + ugly,sadness,0.896,2
30033,"This is the day You've made, \n\nLet us rehoi rejoice and be glad with all that I am. \n\nðŸ˜ŠðŸ’–\n\n#aja \nGood",joy,0.854,3
10651,"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic",anger,0.375,0
40385,@SimonSSSJ123 @EllieG10853 @Onision @Eugenia_Cooney he sure as hell helped me with my depression and still,sadness,0.485,2
10150,straight people are canoodling on the quad and I'm,anger,0.648,0
30320,"@5ftanomaly aside from that i'm all about pleasing the individual that i'm involved with, my pleasure comes from their",joy,0.558,3
30209,@crimpoop my adorable and cheerful daughter\nAlways pouring positivity green goo on me\ndare hurt her and you'll see hell,joy,0.64,3
30389,Why have I only just started watching glee this week I am now addicted ðŸ™„,joy,0.5,3
20655,if anyone spoils any of my fucking shows I will haunt you in the afterlife so help me,fear,0.451,1
10779,I need a ðŸ±sushi dateðŸ™ @AnzalduaG ðŸan olive guarded dateðŸ§€ @lexiereid369 and a ðŸ‘ŠðŸ¼Rockys,anger,0.271,0
20456,If I was friends with me I'd hate me SO MUCH with the amount I bully,fear,0.542,1
40084,Currently unfollowing anything relating to disneyworld or Florida! #holidayblues #depressing #wantogoback,sadness,0.75,2
20045,@p4pictures it would be great but what if the card crashes ðŸ˜±. It's happened to me twice,fear,0.854,1
40714,#FF \n\n@The_Family_X \n\n#soul #blues &amp; #rock #band\n\n#music from the #heart\n\nWith soul &amp; #passion \n\nXx ðŸŽ¶,sadness,0.25,2
20773,"@TheYoungEvans_ 'Kylie, you know me. I won't take no for answer for this kind of things...' *he would smirk and start on the",fear,0.396,1
30578,Go follow #beautiful #Snowgang â™¥@Amynicolehill12 â™¥ #Princess #fitness #bodyposi #haircut,joy,0.375,3
20130,What the fuck is he even doing ? He should be off that's fucking horrific,fear,0.75,1
20796,GUY was such a video I'm shaking,fear,0.375,1
30595,what happened to,joy,0.36,3
40143,When will the weeks full of Mondays,sadness,0.688,2
20072,"#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit",fear,0.833,1
30628,Being playful as,joy,0.333,3
40639,Never let me see you,sadness,0.312,2
21062,"And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is",fear,0.229,1
40193,@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?!,sadness,0.646,2
40735,"@AMB4JC @drtonyevans It's our job, the job of people who r still sane,still ok in life, to help the lost to find themselves &amp; love",sadness,0.214,2
30242,Go follow #beautiful #Snowgang â™¥@Amynicolehill12 â™¥ #Princess #fitness #bodyposi #haircut #smile,joy,0.604,3
10232,@xxmariab listen yh don't provoke me cos I'll make you,anger,0.604,0
10457,@simon_penn_r @AntisocialJW2 has turned into a rather fiery GG,anger,0.479,0
30334,@doctorofinfo I was just introducing a little levity to the convo.,joy,0.54,3
20060,"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain, #anxiety",fear,0.845,1
40287,Hope was an instinct only the reasoning human mind could kill. An animal never knew,sadness,0.562,2
30789,@iamglenn35 the forth character? No... not gleeful,joy,0.146,3
20351,Sickness bug!,fear,0.583,1
30639,@KMunie7 @KaranEsch Helluva lot more animated than they were for the actual game,joy,0.327,3
20829,@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool,fear,0.373,1
30292,Watch this amazing live.ly broadcast by @footballrocks123456,joy,0.562,3
30091,having a pet store worker ask 'do you want to play with them?' is the most exhilarating,joy,0.771,3
40261,Some of these people at this protest are just there for the adrenaline rush.,sadness,0.583,2
21005,My view of the human being is as a dynamic expression of the Cosmos we exist within,fear,0.271,1
40375,@RyhenMessedUp goodbye,sadness,0.5,2
30760,@HillaryClinton did you see the gleeful look on @realDonaldTrump 's face when criminal Don King used the 'n' word to denigrate,joy,0.2,3
40734,Isaiah 40:31\nthose who trust in the Lord will find new strength.\nThey will soar high on wings like eagles.\nThey will run and not grow,sadness,0.214,2
30125,"I am a simple human being who just really loves @aliciakeys like truly, madly, deeply rejoicing in her existence, class and",joy,0.729,3
30655,Well look at the bright side. You found a use for that rope,joy,0.312,3
40488,Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is,sadness,0.417,2
30148,"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny",joy,0.688,3
30601,"every day i have to think in my mind will this be pleasing to God. my decision making, the way i react, treat ppl, speak, am i pleasing",joy,0.354,3
30293,Do what makes you successful and #happy now and,joy,0.562,3
40007,my life in one word is,sadness,0.917,2
30374,"@gypsydragoness wrinkling up. 'Well now, looks here like your name starts with the letter G, eh?' The man smiled up and gave a hearty",joy,0.519,3
20996,Thoroughly enjoying AHS tonight. #ahs #horror,fear,0.271,1
20395,.\nWe express our deep concern about the suspension of \n@MohammedSomaa01 please reactivate it. he never violated T.roles,fear,0.562,1
40124,Nasty nasty chilly rain has put a damper on my afternoon cigar. This is NOT a good thing. @cspanwj And FOUR #CongressCritters,sadness,0.708,2
20602,3:45am and off to the hospital! Elouise's waters have gone! #Labour #LittleSister,fear,0.479,1
40388,@GrimsToyShow grim what the fuck going on with these dame fucking clowns takeing the gameing channel if I had a way to nj I would,sadness,0.479,2
20574,@ksmitely @CitizenMeh I feel strongly that we need to work together to right this dreadful,fear,0.479,1
20701,"@sandym709 regardless, lets say he has a permit. The permit doesn't excuse or allow him to threaten an officer(expressed or implied)w/",fear,0.423,1
40099,"tomorrow will be the last episode of despair arc, so much shit is gonna happen i'm not emotionally",sadness,0.729,2
21110,@FraserKeegan just had a steak pie supper,fear,0.146,1
30265,I thought I got mad for anything but my bf gets mad over any little thing lmfao shit be,joy,0.583,3
40291,Once I have sent a pitch to a brand I close all tabs relevant to them instantly. Thats the kind of detachment I create for myself.,sadness,0.562,2
30283,Accept the challenges so that you can feel the exhilaration of victory. #FocusX10 #motivation #motivationalquotes,joy,0.562,3
30222,@sydneyswans #cheer #cheer the #red and #white we are now off to #grand final to #win the #fight. Thanks,joy,0.625,3
20216,I can't imagine keeping malice with my brothers!! I shudder when I see siblings estranged and,fear,0.667,1
10080,@firstleeds not only are your buses unreliable your e ticket app is too unable to get on two buses and late for work #fuming #useless,anger,0.864,0
40468,"@AdamAaronovich Well, there's no need to sulk. You can always request a song, you",sadness,0.438,2
10140,All hell is breaking loose in Charlotte. #CharlotteProtest #anger,anger,0.667,0
40239,Theyve substituted the hood for a badge and gun.' Public opinion is indictment of Charlotte police. #dark #sadtimes #america,sadness,0.604,2
20148,I absolutely love having an anxiety attack halfway through a family,fear,0.729,1
20713,"$100 says Teufel is 'reassigned' within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach #terrible",fear,0.417,1
20747,@russian906 @kingerpag @dannewton1978 Of have a suspicion it was @lct1975 you,fear,0.396,1
10194,@GrxjicTank WHY though! Why did u want to offend,anger,0.625,0
10206,@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living.,anger,0.625,0
10769,@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a,anger,0.292,0
30426,Relive Vegas' heyday with Rat Pack,joy,0.48,3
10422,Drop Snapchat names #bored #snap #swap,anger,0.5,0
20099,Being forced into a fake hug by someone who didnâ€™t flinch to get litigious with you in the past - #awful,fear,0.792,1
40160,"Had to give my 11yo AfAm son this advice today: 'be polite, no sudden movements, keep hands where they can see them'.",sadness,0.667,2
40241,i miss the guy who always make me,sadness,0.604,2
20931,@Wild_Lucario_ *chuckles* did I scare,fear,0.312,1
30511,"@doubtcaspar babe :(( remember I'm ALWAYS here if u need a little cheering up or talk, ily",joy,0.417,3
40421,"@DxfyingGrxvity - that were rather forlorn, scanning the witches house before resting back on Elphie. 'The Grimmerie is",sadness,0.458,2
